timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-08-06T20:44:42,codecarbon,dab2cc3a-e418-40bb-9fd0-edacca159dee,77.58982348442078,0.32442755368718856,0.004181315784953812,22.5,0.0,2.890162467956543,1.356244604861736,0.5200034998913561,0.17420981947481926,2.0504579242279113,Austria,AUT,,,,Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.35,3.11.4,2.5.0,8,Intel(R) Core(TM) i7-7700HQ CPU @ 2.80GHz,1,1 x NVIDIA GeForce GTX 1060 with Max-Q Design,,,7.707099914550781,machine,N,1.0
